data,TX,RR
2020-03-22,139.0,0.0
2020-03-23,155.0,0.0
2020-03-24,142.0,0.0
2020-03-25,139.0,0.0
2020-03-26,139.0,0.0
2020-03-27,118.0,0.0
2020-03-28,81.0,0.0
2020-03-29,107.0,0.0
2020-03-30,113.0,0.0
2020-03-31,93.0,0.0
2020-04-01,140.0,0.0
2020-04-02,142.0,0.0
2020-04-03,165.0,0.0
2020-04-04,217.0,0.0
2020-04-05,183.0,6.0
2020-04-06,200.0,0.0
2020-04-07,219.0,0.0
2020-04-08,232.0,0.0
2020-04-09,242.0,0.0
2020-04-10,250.0,0.0
2020-04-11,248.0,0.0
2020-04-12,118.0,0.0
2020-04-13,134.0,0.0
2020-04-14,191.0,0.0
2020-04-15,196.0,0.0
2020-04-16,147.0,0.0
2020-04-17,161.0,170.0
2020-04-18,185.0,0.0
2020-04-19,185.0,0.0
2020-04-20,188.0,0.0
2020-04-21,214.0,0.0
2020-04-22,241.0,0.0
2020-04-23,219.0,0.0
2020-04-24,168.0,0.0
2020-04-25,206.0,0.0
2020-04-26,186.0,0.0
2020-04-27,112.0,84.0
2020-04-28,142.0,62.0
2020-04-29,142.0,18.0
2020-04-30,155.0,42.0
2020-05-01,176.0,2.0
2020-05-02,152.0,0.0
2020-05-03,178.0,2.0
2020-05-04,154.0,0.0
2020-05-05,187.0,0.0
2020-05-06,231.0,0.0
2020-05-07,242.0,0.0
2020-05-08,249.0,0.0
2020-05-09,179.0,0.0
2020-05-10,126.0,0.0
2020-05-11,162.0,0.0
2020-05-12,133.0,0.0
2020-05-13,147.0,0.0
2020-05-14,196.0,0.0
2020-05-15,190.0,0.0
2020-05-16,211.0,0.0
2020-05-17,239.0,0.0
2020-05-18,260.0,0.0
2020-05-19,278.0,0.0
2020-05-20,274.0,0.0
2020-05-21,232.0,0.0
2020-05-22,199.0,0.0
2020-05-23,225.0,16.0
2020-05-24,261.0,0.0
2020-05-25,265.0,0.0
2020-05-26,263.0,0.0
2020-05-27,226.0,0.0
2020-05-28,243.0,0.0
2020-05-29,257.0,0.0
2020-05-30,253.0,0.0
2020-05-31,268.0,0.0
2020-06-01,254.0,0.0
2020-06-02,192.0,0.0
2020-06-03,166.0,4.0
2020-06-04,164.0,0.0
2020-06-05,145.0,14.0
2020-06-06,187.0,98.0
2020-06-07,166.0,20.0
2020-06-08,201.0,0.0
2020-06-09,164.0,0.0
2020-06-10,214.0,52.0
2020-06-11,214.0,8.0
2020-06-12,251.0,24.0
2020-06-13,229.0,16.0
2020-06-14,253.0,0.0
2020-06-15,249.0,10.0
2020-06-16,226.0,2.0
2020-06-17,191.0,124.0
2020-06-18,208.0,86.0
2020-06-19,230.0,4.0
2020-06-20,239.0,12.0
2020-06-21,239.0,0.0
2020-06-22,286.0,0.0
2020-06-23,326.0,0.0
2020-06-24,334.0,0.0
2020-06-25,310.0,0.0
2020-06-26,214.0,36.0
2020-06-27,220.0,6.0
2020-06-28,217.0,18.0
2020-06-29,201.0,0.0
2020-06-30,226.0,6.0
2020-07-01,225.0,20.0
2020-07-02,225.0,24.0
2020-07-03,214.0,30.0
2020-07-04,230.0,0.0
2020-07-05,205.0,0.0
2020-07-06,226.0,0.0
2020-07-07,204.0,82.0
2020-07-08,206.0,22.0
2020-07-09,197.0,28.0
2020-07-10,215.0,0.0
2020-07-11,252.0,0.0
2020-07-12,262.0,0.0
2020-07-13,231.0,12.0
2020-07-14,194.0,0.0
2020-07-15,241.0,0.0
2020-07-16,285.0,0.0
2020-07-17,263.0,0.0
2020-07-18,214.0,8.0
2020-07-19,226.0,0.0
2020-07-20,227.0,0.0
2020-07-21,263.0,0.0
2020-07-22,266.0,0.0
2020-07-23,256.0,0.0
2020-07-24,230.0,0.0
2020-07-25,237.0,76.0
2020-07-26,216.0,40.0
2020-07-27,216.0,10.0
2020-07-28,245.0,0.0
2020-07-29,298.0,0.0
2020-07-30,378.0,0.0
2020-07-31,277.0,0.0
2020-08-01,254.0,0.0
2020-08-02,235.0,0.0
2020-08-03,249.0,0.0
2020-08-04,268.0,0.0
2020-08-05,297.0,0.0
2020-08-06,364.0,0.0
2020-08-07,334.0,0.0
2020-08-08,338.0,0.0
2020-08-09,355.0,0.0
2020-08-10,357.0,0.0
2020-08-11,354.0,0.0
2020-08-12,284.0,14.0
2020-08-13,202.0,18.0
2020-08-14,211.0,8.0
2020-08-15,248.0,0.0
2020-08-16,251.0,8.0
2020-08-17,250.0,34.0
2020-08-18,206.0,50.0
2020-08-19,258.0,116.0
2020-08-20,239.0,0.0
2020-08-21,244.0,0.0
2020-08-22,236.0,2.0
2020-08-23,237.0,0.0
2020-08-24,224.0,134.0
2020-08-25,236.0,10.0
2020-08-26,183.0,0.0
2020-08-27,203.0,116.0
2020-08-28,163.0,68.0
2020-08-29,179.0,4.0
2020-08-30,184.0,0.0
2020-08-31,209.0,0.0
2020-09-01,204.0,0.0
2020-09-02,224.0,10.0
2020-09-03,208.0,14.0
2020-09-04,201.0,6.0
2020-09-05,205.0,0.0
2020-09-06,219.0,0.0
2020-09-07,257.0,0.0
2020-09-08,223.0,0.0
2020-09-09,203.0,0.0
2020-09-10,203.0,0.0
2020-09-11,227.0,2.0
2020-09-12,255.0,0.0
2020-09-13,295.0,0.0
2020-09-14,294.0,0.0
2020-09-15,265.0,0.0
2020-09-16,225.0,0.0
2020-09-17,219.0,0.0
2020-09-18,252.0,0.0
2020-09-19,252.0,0.0
2020-09-20,248.0,0.0
2020-09-21,257.0,0.0
2020-09-22,186.0,10.0
2020-09-23,168.0,70.0
2020-09-24,150.0,36.0
2020-09-25,136.0,0.0
2020-09-26,145.0,0.0
2020-09-27,182.0,0.0
2020-09-28,196.0,20.0
2020-09-29,180.0,0.0
2020-09-30,163.0,32.0
2020-10-01,142.0,44.0
2020-10-02,158.0,384.0
2020-10-03,122.0,234.0
2020-10-04,185.0,34.0
2020-10-05,174.0,30.0
2020-10-06,169.0,0.0
2020-10-07,172.0,38.0
2020-10-08,151.0,2.0
2020-10-09,140.0,18.0
2020-10-10,145.0,0.0
2020-10-11,135.0,0.0
2020-10-12,120.0,38.0
2020-10-13,148.0,22.0
2020-10-14,134.0,18.0
2020-10-15,142.0,10.0
2020-10-16,125.0,0.0
2020-10-17,129.0,0.0
2020-10-18,160.0,0.0
2020-10-19,188.0,16.0
2020-10-20,160.0,86.0
2020-10-21,169.0,90.0
2020-10-22,167.0,0.0
2020-10-23,162.0,0.0
2020-10-24,129.0,212.0
2020-10-25,134.0,4.0
2020-10-26,141.0,8.0
2020-10-27,138.0,8.0
2020-10-28,155.0,20.0
2020-10-29,162.0,32.0
2020-10-30,155.0,2.0
2020-10-31,172.0,72.0
2020-11-01,171.0,4.0
2020-11-02,114.0,56.0
2020-11-03,123.0,0.0
2020-11-04,108.0,2.0
2020-11-05,119.0,2.0
2020-11-06,153.0,0.0
2020-11-07,141.0,2.0
2020-11-08,163.0,22.0
2020-11-09,161.0,66.0
2020-11-10,139.0,2.0
2020-11-11,136.0,64.0
2020-11-12,139.0,0.0
2020-11-13,141.0,24.0
2020-11-14,125.0,214.0
2020-11-15,131.0,10.0
2020-11-16,146.0,8.0
2020-11-17,159.0,0.0
2020-11-18,106.0,6.0
2020-11-19,109.0,4.0
2020-11-20,125.0,8.0
2020-11-21,111.0,2.0
2020-11-22,108.0,2.0
2020-11-23,124.0,0.0
2020-11-24,137.0,0.0
2020-11-25,89.0,2.0
2020-11-26,85.0,0.0
2020-11-27,100.0,2.0
2020-11-28,82.0,0.0
2020-11-29,105.0,0.0
2020-11-30,79.0,0.0
2020-12-01,69.0,0.0
2020-12-02,73.0,14.0
2020-12-03,57.0,140.0
2020-12-04,81.0,0.0
2020-12-05,52.0,0.0
2020-12-06,23.0,2.0
2020-12-07,54.0,32.0
2020-12-08,71.0,18.0
2020-12-09,95.0,0.0
2020-12-10,112.0,86.0
2020-12-11,98.0,0.0
2020-12-12,120.0,4.0
2020-12-13,126.0,54.0
2020-12-14,116.0,18.0
2020-12-15,106.0,10.0
2020-12-16,116.0,34.0
2020-12-17,121.0,4.0
2020-12-18,124.0,48.0
2020-12-19,105.0,56.0
2020-12-20,139.0,16.0
2020-12-21,117.0,20.0
2020-12-22,139.0,8.0
2020-12-23,55.0,20.0
2020-12-24,55.0,0.0
2020-12-25,107.0,0.0
2020-12-26,69.0,132.0
2020-12-27,36.0,6.0
2020-12-28,43.0,2.0
2020-12-29,55.0,0.0
2020-12-30,14.0,0.0
2020-12-31,45.0,0.0
