data,TX,RR
2019-06-06,193.0,14.0
2019-06-07,203.0,74.0
2019-06-08,210.0,0.0
2019-06-09,148.0,32.0
2019-06-10,184.0,318.0
2019-06-11,161.0,0.0
2019-06-12,161.0,172.0
2019-06-13,201.0,48.0
2019-06-14,200.0,0.0
2019-06-15,214.0,8.0
2019-06-16,227.0,12.0
2019-06-17,197.0,0.0
2019-06-18,195.0,22.0
2019-06-19,205.0,74.0
2019-06-20,224.0,0.0
2019-06-21,238.0,0.0
2019-06-22,249.0,0.0
2019-06-23,245.0,0.0
2019-06-24,239.0,28.0
2019-06-25,222.0,0.0
2019-06-26,246.0,0.0
2019-06-27,247.0,0.0
2019-06-28,340.0,0.0
2019-06-29,251.0,0.0
2019-06-30,225.0,0.0
2019-07-01,232.0,0.0
2019-07-02,244.0,0.0
2019-07-03,267.0,0.0
2019-07-04,276.0,0.0
2019-07-05,236.0,0.0
2019-07-06,215.0,46.0
2019-07-07,239.0,20.0
2019-07-08,258.0,0.0
2019-07-09,267.0,0.0
2019-07-10,273.0,0.0
2019-07-11,255.0,0.0
2019-07-12,237.0,0.0
2019-07-13,219.0,6.0
2019-07-14,229.0,0.0
2019-07-15,273.0,0.0
2019-07-16,264.0,0.0
2019-07-17,248.0,30.0
2019-07-18,199.0,0.0
2019-07-19,256.0,174.0
2019-07-20,246.0,0.0
2019-07-21,279.0,0.0
2019-07-22,336.0,0.0
2019-07-23,328.0,8.0
2019-07-24,379.0,0.0
2019-07-25,257.0,38.0
2019-07-26,203.0,144.0
2019-07-27,243.0,4.0
2019-07-28,262.0,0.0
2019-07-29,199.0,0.0
2019-07-30,249.0,38.0
2019-07-31,260.0,0.0
2019-08-01,258.0,0.0
2019-08-02,247.0,0.0
2019-08-03,274.0,0.0
2019-08-04,265.0,2.0
2019-08-05,250.0,2.0
2019-08-06,249.0,0.0
2019-08-07,245.0,12.0
2019-08-08,250.0,32.0
2019-08-09,236.0,18.0
2019-08-10,232.0,14.0
2019-08-11,195.0,0.0
2019-08-12,234.0,14.0
2019-08-13,194.0,32.0
2019-08-14,235.0,86.0
2019-08-15,192.0,0.0
2019-08-16,241.0,56.0
2019-08-17,225.0,10.0
2019-08-18,224.0,48.0
2019-08-19,228.0,6.0
2019-08-20,236.0,0.0
2019-08-21,251.0,0.0
2019-08-22,277.0,0.0
2019-08-23,307.0,0.0
2019-08-24,333.0,0.0
2019-08-25,332.0,0.0
2019-08-26,334.0,0.0
2019-08-27,266.0,4.0
2019-08-28,247.0,0.0
2019-08-29,248.0,0.0
2019-08-30,249.0,0.0
2019-08-31,216.0,0.0
2019-09-01,236.0,0.0
2019-09-02,228.0,0.0
2019-09-03,211.0,72.0
2019-09-04,187.0,0.0
2019-09-05,188.0,0.0
2019-09-06,178.0,0.0
2019-09-07,186.0,0.0
2019-09-08,161.0,0.0
2019-09-09,219.0,0.0
2019-09-10,218.0,0.0
2019-09-11,257.0,0.0
2019-09-12,226.0,0.0
2019-09-13,240.0,0.0
2019-09-14,266.0,0.0
2019-09-15,206.0,2.0
2019-09-16,200.0,6.0
2019-09-17,200.0,0.0
2019-09-18,222.0,0.0
2019-09-19,224.0,0.0
2019-09-20,264.0,0.0
2019-09-21,239.0,2.0
2019-09-22,201.0,16.0
2019-09-23,205.0,188.0
2019-09-24,222.0,126.0
2019-09-25,209.0,36.0
2019-09-26,190.0,8.0
2019-09-27,197.0,12.0
2019-09-28,198.0,46.0
2019-09-29,178.0,44.0
2019-09-30,211.0,72.0
2019-10-01,144.0,94.0
2019-10-02,153.0,0.0
2019-10-03,157.0,18.0
2019-10-04,163.0,4.0
2019-10-05,173.0,160.0
2019-10-06,169.0,10.0
2019-10-07,179.0,18.0
2019-10-08,163.0,34.0
2019-10-09,175.0,2.0
2019-10-10,172.0,36.0
2019-10-11,164.0,70.0
2019-10-12,173.0,124.0
2019-10-13,160.0,40.0
2019-10-14,175.0,36.0
2019-10-15,163.0,8.0
2019-10-16,154.0,0.0
2019-10-17,156.0,102.0
2019-10-18,158.0,24.0
2019-10-19,121.0,6.0
2019-10-20,133.0,2.0
2019-10-21,160.0,4.0
2019-10-22,146.0,0.0
2019-10-23,125.0,2.0
2019-10-24,169.0,56.0
2019-10-25,169.0,4.0
2019-10-26,120.0,42.0
2019-10-27,110.0,0.0
2019-10-28,115.0,0.0
2019-10-29,129.0,0.0
2019-10-30,133.0,0.0
2019-10-31,162.0,32.0
2019-11-01,140.0,14.0
2019-11-02,124.0,42.0
2019-11-03,128.0,20.0
2019-11-04,130.0,0.0
2019-11-05,96.0,12.0
2019-11-06,112.0,92.0
2019-11-07,90.0,0.0
2019-11-08,78.0,2.0
2019-11-09,111.0,124.0
2019-11-10,100.0,24.0
2019-11-11,90.0,0.0
2019-11-12,101.0,18.0
2019-11-13,98.0,172.0
2019-11-14,89.0,2.0
2019-11-15,82.0,16.0
2019-11-16,87.0,0.0
2019-11-17,95.0,0.0
2019-11-18,71.0,0.0
2019-11-19,80.0,0.0
2019-11-20,76.0,0.0
2019-11-21,99.0,42.0
2019-11-22,108.0,10.0
2019-11-23,118.0,34.0
2019-11-24,118.0,0.0
2019-11-25,136.0,20.0
2019-11-26,119.0,52.0
2019-11-27,101.0,30.0
2019-11-28,79.0,20.0
2019-11-29,71.0,2.0
2019-11-30,75.0,0.0
2019-12-01,76.0,0.0
2019-12-02,100.0,2.0
2019-12-03,90.0,0.0
2019-12-04,121.0,2.0
2019-12-05,138.0,38.0
2019-12-06,119.0,2.0
2019-12-07,112.0,20.0
2019-12-08,97.0,0.0
2019-12-09,119.0,0.0
2019-12-10,84.0,36.0
2019-12-11,94.0,2.0
2019-12-12,86.0,110.0
2019-12-13,91.0,20.0
2019-12-14,103.0,108.0
2019-12-15,90.0,84.0
2019-12-16,78.0,44.0
2019-12-17,120.0,14.0
2019-12-18,136.0,90.0
2019-12-19,108.0,130.0
2019-12-20,107.0,80.0
2019-12-21,96.0,72.0
2019-12-22,109.0,0.0
2019-12-23,123.0,12.0
2019-12-24,90.0,2.0
2019-12-25,102.0,2.0
2019-12-26,83.0,26.0
2019-12-27,96.0,0.0
2019-12-28,99.0,0.0
2019-12-29,115.0,0.0
2019-12-30,93.0,0.0
2019-12-31,81.0,0.0
